FEN	Rating
8/8/5nk1/3P2p1/8/1P1p1KP1/P2N4/8 w - - 1 57	917
r6k/3b1B1p/p6q/1p1p1p2/1Pp1p3/P1P4P/5QP1/5RK1 b - - 15 42	1358
r2qkb1r/pp3ppp/3p1n2/2p1p3/3nP3/2NQ2PP/PPPP1PB1/R1B1K2R w KQkq - 0 9	1398
2kr1b1r/pp3ppp/1np1p3/3n1b2/2B1N3/1P3P2/P1PQ2PP/R3K1NR w KQ - 0 12	1270
r1b2rk1/pp4p1/1n2p3/3p2NQ/3n1N2/3B4/Pq3P1P/R4RK1 b - - 1 21	870
6k1/pp4n1/5Rp1/4pbp1/2r5/2P2P2/PKP3PP/7R w - - 0 26	1398
r1b2rk1/1pp4p/3n4/p2P1p2/3bpP2/P5P1/1PQBqRBP/R2N2K1 w - - 4 27	1398
5r1k/1p1N1p1p/p2Q2pP/1q6/4P3/5P2/PPr5/3R1K1R w - - 3 26	1385
6k1/4b3/b2p3p/2pPpR1P/PrP3p1/1B4P1/P2N4/6K1 w - - 0 34	1398
3r1rk1/p1p2pp1/1p2q2p/1BbbP3/5Q2/1P3N2/P2R1PPP/3R2K1 b - - 4 23	1385
r1bqk1nr/pp3ppp/4p3/2P1P3/1b1p4/2N2N2/2P2PPP/R1BQKB1R w KQkq - 0 10	1398
r4rk1/p2p1ppp/1p3n2/4n3/5B2/P1q1PP1P/4BKP1/2RQ3R b - - 1 18	1256
r3k1r1/pb1nqpb1/1p1pp2p/1B6/Q2PNp2/2P4P/PP1N1PP1/R3R1K1 b q - 3 17	1378
8/8/p4kp1/1p4p1/2rPR3/4PKP1/7P/8 w - - 2 46	1398
8/R3bk2/4N3/4Pp2/6P1/5K1P/p1r5/8 w - - 0 41	1398
r1bq1rk1/2p1bppp/p1n5/1p1n4/3p4/1BP2N1P/PP3PP1/RNBQR1K1 b - - 0 11	1398
8/7n/4K1p1/5p1p/1B3P1P/5kP1/8/8 w - - 15 62	1398
r5r1/pppq1p1k/2np1p1p/2b1p3/4P1P1/1BNP1Q2/PPP2PP1/R4RK1 b - - 0 14	1398
rn1qr1k1/ppp2pbp/5np1/4B3/2P5/4Pb2/PP1NBPPP/1R1QK2R w K - 0 11	1398
6k1/p3qpbp/1p4p1/2p5/3p1P2/1P2r1P1/PBPQ2BP/2KR4 w - - 3 29	1297
8/4kp2/2K2p2/5P2/4P3/8/8/8 b - - 7 62	1209
8/5k2/R7/2P2Bp1/1P3bP1/4p1r1/1P5r/4RK2 w - - 3 42	1176
2r2k2/p6R/6P1/q3N1P1/3pPr2/3P2Q1/KP6/2R5 w - - 1 35	1398
2q1r1k1/pp4pp/3b4/PQ1R4/8/2P1B2n/1P3PKP/5R2 w - - 4 29	890
r3r1k1/pp1n2pp/2p5/3p4/3K1P2/2N3P1/PPP4P/R3R3 w - - 0 21	1398
r3kb1r/1pp1nppp/p1p2q2/4R1B1/3P4/5b2/PPP2PPP/RN1Q2K1 w kq - 0 12	1398
r5k1/pp4pp/2p5/3p4/2PPp3/2N1P2q/PPQ5/R4K2 w - - 0 24	1398
r4rk1/p4ppp/bq6/3nP3/2P1N1Q1/8/6PP/R1B2R1K b - - 0 22	1093
1k1r3r/ppp4p/5Q2/2b5/8/2N4P/PPq3P1/3R1R1K b - - 1 21	1028
1R6/8/8/8/3p4/1Pnkp3/8/4K3 w - - 0 53	1398
8/2b4p/1p6/1NpBkp2/8/8/P2K3p/8 w - - 3 53	1398
2q5/2p5/3b4/1k6/1rbB4/5Q2/5PPP/R5K1 b - - 7 38	1382
4rrk1/2n3p1/1p1p1Pp1/p2Pq3/1PPN2Q1/P1n5/6PP/R1B2RK1 w - - 0 27	1215
2rnr1k1/p3qp1p/1pp3p1/3pPn2/1N1P4/PQ3N1P/1P3PP1/2RR2K1 b - - 1 22	1303
8/4k3/p4Rp1/Rb6/3KP1rp/8/8/8 w - - 2 45	1398
7r/pp1k4/1qn1p3/1N1p1pp1/P7/3P2Q1/1P6/1KR5 b - - 1 35	1378
8/6pk/5p1p/2P5/3Bq3/7P/pQ3PPK/8 w - - 1 36	1175
8/1p4B1/4k2p/2p3p1/P2Pp3/1PP3KP/3b2P1/8 b - - 2 47	1371
br3r2/4k3/1p1Np2p/1Pp1P1p1/P7/6Q1/2q2PPP/3RR1K1 w - - 5 33	1324
1r1q1rk1/5ppp/pp1p1b2/3N4/1PPnPRB1/7P/P5P1/2RQ2K1 b - - 0 19	1398
3rk3/p4p1p/1pRPr1p1/5P2/3R4/5K2/P6P/8 b - - 0 34	1398
r3k2r/1p3pp1/pq2p1p1/3N2Pn/8/P3R1P1/1Pn3B1/R2Q2K1 b kq - 0 22	1402
8/6bp/p1p1k1p1/1pP1P3/3R2PP/P1B1K3/1P6/5r2 b - - 4 32	1441
3r1r1k/pp6/2p1Pq1p/6p1/1P2Q3/P4nbP/B4P2/3R1R1K w - - 0 29	1317
6R1/2r1k1pp/pp2r3/2p1P3/8/P7/1P4PP/5RK1 b - - 2 29	1107
r1b2rk1/pp3ppB/1b6/3N4/5P2/8/PqP3PP/R2Q1R1K b - - 0 17	812
2kr3r/pp1n2Q1/2p2P1p/4B3/2P4q/8/PP4P1/2KR1R2 w - - 1 23	1114
8/1k6/p5pQ/1p6/1P5P/P5q1/2b1pR2/4K3 w - - 0 40	1256
8/pp1nQppk/3p2bp/3P1q2/2B5/PP3N1P/5PP1/6K1 b - - 3 25	1351
r1bq2kQ/p2nb1p1/1p2p3/3pP1P1/5r2/2P5/PP3PP1/R3K2R b KQ - 1 17	870
r2qk2r/p1p2pp1/8/1p1n4/1bN4p/4P2P/PP3PPB/RN1Q1K1R w kq - 0 17	1358
r7/5pk1/5p1p/p1Rp4/1p1P4/4P3/1P3PPP/6K1 w - - 2 32	1398
2kr3r/pp2nppp/2n5/2b1P3/5P2/2N5/PP1BN1PP/R2K3R w - - 3 13	1398
1r4k1/3bpp1p/p2p2p1/3P4/qr2P1P1/5P2/PP1QB2P/K2R3R w - - 5 26	1073
8/p1R5/1p6/2p1krp1/2P3K1/1P6/P7/8 b - - 3 54	1344
1rR5/1P3p2/5p2/k3p3/8/7p/3r1PnP/1R5K b - - 2 46	956
8/p4p1k/2p2bp1/2q4P/4B3/5QP1/5PK1/8 b - - 1 46	1005
2Q3k1/p4p2/5p2/b5p1/3qp3/4N1PP/5P2/6K1 b - - 1 34	1066
8/R1p1rk2/P1P1p1p1/5p1p/4nP2/5B2/r5PP/1R3K2 w - - 3 34	1398
r2q1rk1/bpp3p1/p2pp2p/4n3/PPN1Pn2/1QP2N2/5PPP/R1B2RK1 w - - 2 17	1398
r3k2r/ppp1bppp/8/n2qp1N1/8/5Q2/PPPP1PPP/R1B2RK1 b kq - 3 11	1398
6k1/p1p1Pr1p/1p2qBpR/3p4/2nP3Q/2P3P1/P1P4P/6K1 b - - 2 26	1381
r4rk1/pp2ppbp/1q1p1np1/5b2/2P5/1PBnPN2/P2NBPPP/R2Q1RK1 w - - 6 14	1398
5r2/1p2k2p/pq1pp1p1/3n2R1/P6P/5Q2/1PP2PP1/3R2K1 w - - 1 24	1364
2r3k1/p6p/1p4p1/1N1p1p2/2r2P2/4P3/P1R1n1BP/2R3K1 w - - 2 29	1398
5rk1/1p4qp/1p2P1p1/1bpp1Pp1/1P4P1/P3P2P/2P2R2/R2Q2K1 w - - 0 25	1229
5rk1/pp6/2n2r1p/3p4/3P1pq1/2PQ1N2/PP2RPP1/4R2K w - - 0 24	1290
8/p1k5/P7/1K3ppp/8/6P1/5P1P/8 w - - 0 42	1398
2r1r1k1/3n2p1/p2Bp2p/1p1qP3/3p1RP1/3P2QP/PP3R1K/8 b - - 2 30	1073
8/4k3/p1p5/1p3Kp1/1P6/8/P6P/8 b - - 1 40	1303
r1b1r1k1/pp3pp1/2p4p/2Ppb1q1/8/3BP1N1/PPQ2PPP/R4RK1 b - - 7 17	1398
8/8/k2p2p1/3P2P1/1K4P1/8/8/8 w - - 7 55	1398
7k/8/1p6/4PQ1p/4RP2/5r1P/q7/2R2K2 w - - 2 45	1012
3r1rk1/1p3ppp/p2bqn2/8/8/2N1P2P/PP2QPP1/R1B2RK1 w - - 0 16	1236
r5k1/5ppp/b1R5/R2P4/2pN4/6Pq/2Q2P1P/4rBK1 w - - 3 29	934
5q2/2N3kp/4b1p1/2p1pn2/4B3/3P3P/1P3QP1/6K1 b - - 3 34	1093
r5k1/pb4pp/1pn2q2/2p5/2Pn4/3P3P/PBP1B1PN/R2Q2K1 w - - 0 19	1398
4r1k1/pp4bp/2q1b3/3NPp1P/2r2B2/8/PP1Q1PP1/1K1R3R w - - 1 22	1398
5k1r/ppp3pp/2b5/6B1/1b6/1BNq4/PP3P1P/R1Q2K2 w - - 0 21	1188
5k2/pR5p/2p2P1N/8/1P6/5n2/P1r4P/6K1 w - - 1 35	888
1R4nk/8/5p1B/1p1p4/4q1PQ/5K1P/8/8 w - - 1 51	1202
r2qk2r/5pp1/2nbbn1p/p2p4/2pP1B2/2P2N2/P1BN1PPP/R2QR1K1 w kq - 2 14	1398
3r1bk1/1p3pp1/2p2n1p/2P2P2/1P4P1/2QpR2P/qB1N1P2/6K1 w - - 1 29	1398
5rk1/1pr3pp/p3p1P1/3p4/3P2P1/2P1B3/PP2bR2/5RK1 b - - 0 30	1154
8/4rk1p/p3pnpB/2p5/2P1qP2/2Q3P1/P2R3P/6K1 w - - 2 34	1398
8/8/2k3pp/p1Pp2p1/P2K1P1P/8/8/8 w - - 0 33	1276
2r1r3/4qpkp/p5p1/1p1pNP2/3P2P1/4P2Q/P3n2P/2R2RK1 w - - 1 25	1398
6k1/5p1p/3P2p1/8/2PpRPP1/r7/3KR3/7r w - - 13 37	1398
r2q1rk1/1b1n1p1p/4pP2/2bp4/pp1B2P1/5B2/PPPQN2P/2KR3R b - - 0 18	1125
r4rk1/pppqbppp/5n2/n3p3/4P1b1/1BNP1N2/PPP3PP/R1B1QRK1 w - - 0 11	1398
2r1r1k1/p2R1p1p/1p6/8/4b3/4b1B1/PPP3PP/1K3B1R w - - 5 17	1276
8/ppp4R/3kr3/4rp2/P2K4/1PP1PR2/8/8 w - - 19 51	1276
rn1qkb1r/ppp2ppp/5n2/3Ppb2/2B5/2N1P3/PP3PPP/R1BQK1NR b KQkq - 2 6	1398
6k1/1R4P1/7K/7P/4P3/8/1p6/2r5 w - - 3 54	854
r3r3/1p1b1k1p/3Bp3/2PpPp2/P2PpP2/8/P2R3P/6RK b - - 0 29	1047
4r1k1/ppp3pb/2r1P3/3p4/6B1/8/PPPR4/1K5R b - - 0 31	1299
r5k1/pp3pnp/3q1BpQ/2pP4/1bPp2P1/5R2/PPB1rP1P/R5K1 b - - 4 22	972
8/p7/8/PP1K4/8/6k1/5b2/8 b - - 1 43	1364
2k5/pp2rNp1/2p1Ppr1/3P3p/8/4P1P1/PP3RK1/8 b - - 1 24	1195
8/1R6/2P5/7p/2K2kp1/7r/8/8 b - - 2 41	1398
5rk1/3R1R1p/p4Qp1/1p6/8/1q3PKP/6P1/7r b - - 0 32	1178
r1bqr2k/p1p1n1p1/5p1p/2b5/2p2P1Q/1P1B4/PB4PP/RN3R1K w - - 0 18	1398
1k3r2/1bp3p1/p2bQ3/4p2r/Pp5p/7P/1PP4B/3RR1K1 w - - 6 28	1236
7r/8/3pk3/p3p2p/1QPnP1nR/P2P2P1/4r3/1K1R4 w - - 0 29	1127
3r1k1Q/pbp3p1/1p2p3/4P3/8/2P5/P1B1q2P/R1K5 b - - 1 32	854
r1b1kb1r/1p2pp1p/2p5/p3p3/2B5/3P4/PPPB1PPP/R3K2R w KQkq - 0 12	1398
6kr/p2n2b1/1p2b1Qp/3qP2B/8/8/P5P1/1R3R1K b - - 1 29	685
3rk2r/1b1qbppp/p3p3/3P4/1nQ2B2/1B6/P3NPPP/R2R2K1 b k - 0 19	1398
r3rnk1/ppb2ppp/2pq1p2/7b/3P4/P1P2N1P/1PQBBPP1/R3R1K1 w - - 1 15	1398
8/8/4kp1p/1p6/1p1PK1P1/8/1P6/8 b - - 0 38	1398
r1bq2kr/ppp1n2p/6pn/4R3/2NP2P1/2P2Q1P/P4P2/4R1K1 b - - 8 24	1209
1Q6/p2r1p1k/1n2p1pp/4P1qb/3PR3/3B1P2/6PP/3R2K1 w - - 0 36	1134
8/8/p5k1/2p1p3/2P1P1PP/8/5r2/6RK w - - 1 32	1398
1k3b2/1p6/p2p1p2/2pQ3B/2P3pP/1P4P1/6PK/1q6 b - - 0 31	1175
7b/2Q5/p4nk1/1b1p2B1/3Pp2N/4P1P1/PP3PK1/3q4 b - - 2 33	897
5r2/6kp/6p1/8/1BB3P1/1P2pbK1/P7/8 b - - 3 42	1398
r3kbnr/2q1pppp/p1np4/1ppP4/B3P1b1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 8	1398
2r5/2q4k/p4pRp/1prbpP2/3p3P/6Q1/PPP1N3/1KR5 b - - 3 31	1240
1r4k1/5pbp/p4q2/2Br1N2/1p6/6Q1/P5PP/5R1K b - - 0 29	1177
1k6/2p4q/1p1p4/pPnPpNQ1/2P3P1/8/6K1/8 b - - 0 43	1398
8/6k1/5n2/2pP4/p1P1pP2/4K1P1/6BP/8 w - - 0 38	1398
5rk1/1Q4pp/2pq4/3p4/3PpP2/r3P2P/6P1/R4RK1 w - - 0 27	1398
6k1/pp3pp1/5n1p/2r5/4PP2/1PN1R2P/P2r2P1/4R1K1 w - - 3 23	1398
2r3k1/5pbp/p1rp2p1/8/8/P1P5/R2B1PPP/2R3K1 b - - 3 22	1371
r1b2rk1/pp3pp1/2n1pq1p/2b5/1P6/2P2N1P/P3BPP1/R1BQ1RK1 b - - 0 12	1398
8/7p/1Q4k1/5q2/P1P1pp2/2P5/8/5K2 b - - 5 41	1276
1k6/5Rp1/2p1p2p/1p2P3/nP2R1P1/PK6/2P5/3r4 w - - 2 35	931
r4qk1/4pp2/3p2p1/2nPb3/3N4/pP3P2/P1PQ2P1/2KR3R w - - 0 21	1148
4rbk1/5p1p/p4Pp1/1q2n1P1/1p1p4/1P1N4/P1PB1Q1P/1K2R3 w - - 2 28	1398
2r2k2/1Q5p/5qpP/pB2pp2/1p6/4P1P1/P4P1K/8 b - - 15 47	1318
2kr3r/pp1qbp1p/5p2/2pp4/1n6/2NP1N2/PPP1QPPP/4RRK1 b - - 3 13	1398
4r3/p1r1qpk1/6p1/R1p4p/2R1P2P/1P4Q1/1PP3P1/6K1 w - - 4 29	1398
r2q2k1/4npp1/3p2np/p4Q2/P1NP4/5N1P/1P3PP1/4R1K1 w - - 2 27	1398
4r3/pp3pp1/5kp1/2Rn4/5P2/7P/PP1Br1P1/3R3K b - - 8 30	1073
2b2rk1/1p3ppp/3p4/6q1/PpP5/P4Q2/5RPP/4R1K1 b - - 0 22	870
r4rk1/pp4pp/2p1pq2/3p3b/2PP3P/4PN2/PPQ3P1/2K2R1R w - - 5 18	1398
3Q4/pp2rpkp/n1p2qp1/8/8/1P4N1/P1P2PPP/3R2K1 w - - 4 21	1398
6kr/p3Q3/2q4p/1p2PB1R/5Pp1/P1p3P1/1P1rK3/5R2 w - - 1 44	1195
4k3/3R4/7p/5pb1/3B4/3P2P1/3r1P1P/6K1 w - - 3 30	1398
4rbk1/1b1n1p1p/1pN3p1/8/2P1nN2/1PB3PP/P4PB1/R5K1 w - - 5 23	1195
6k1/3P1p2/R4p1p/8/8/5KP1/2r2r1P/3R4 w - - 1 38	870
2q5/Qp1kp3/p2p4/3P1r2/4N3/P7/1PP5/1K5R w - - 5 37	1242
6n1/5kP1/5B2/1p1K2P1/2p5/8/8/8 w - - 0 73	1398
2kr4/1pp2pp1/p3pqp1/3p4/3P4/1NP3Pr/PP3P2/R2Q1RK1 w - - 0 17	1398
r4rk1/ppp5/4b2p/2Npb1pP/8/2PQ2P1/PP1KBq2/R6R b - - 1 20	1398
2rr2k1/p5pp/q1p1pp2/3p4/2PBn3/bP2PN2/P1R1QPPP/3R2K1 w - - 0 19	1398
r1br2k1/ppb2pp1/4pn1p/2qP4/8/P1N2NP1/1P3PBP/2RQR1K1 b - - 2 17	1392
6k1/7p/p1q2Bp1/2bpQp2/2p5/2P5/Pr5P/4R1RK w - - 8 39	1358
8/4p3/3p1k2/PRnP2p1/6P1/8/3b2K1/8 b - - 2 46	1398
1r3r2/pR3p1k/4bP1p/3p2PQ/2pP4/2P4P/q7/6K1 b - - 0 24	822
3q2k1/6p1/pN3p1p/Pp2n2P/1PP2Q2/2r3P1/3p1P2/3R2K1 w - - 1 39	1398
3r4/1Q2b1q1/8/p4pk1/2N1p1pp/1P2P3/P4PPP/3R2K1 w - - 0 37	971
2r1r1k1/1p2pQ1p/p2pN1pB/2pPb1P1/P1P1P3/1q5P/6K1/5R2 b - - 1 31	870
6r1/ppk4p/2p5/3r4/3pNR2/3P4/PPP3PP/6K1 b - - 2 27	1398
r1bq3r/1p3kbp/p1np2p1/4p3/4P3/2N1P1N1/PPP3PP/R2Q1RK1 b - - 1 13	989
5r1k/2p1r1p1/1p1p2np/p2B1q2/2P5/PQ4P1/1P4PP/3RR1K1 w - - 0 25	1398
7k/6rp/3qpQ2/2Np2p1/3PbPP1/4n3/P3P2K/R4R2 w - - 1 40	1398
B3R3/8/1p4pk/p7/8/8/r1r4P/6RK w - - 2 46	1129
2r3k1/p1q4p/n1r3pQ/8/1p6/5P2/PPPR2P1/1NK3NR w - - 3 22	1175
r3r1k1/pp3pp1/7p/4q3/4b3/5BPP/PP4PK/R2QR3 b - - 3 22	1358
rn1qk2r/pp3pp1/3bpn2/2pNN2p/8/3P4/PPPBQPPP/R4RK1 w kq - 4 12	1398
2kr3r/Qpp3p1/p1bp3p/4p1q1/2B2N2/3P3P/PPP3PK/4RR2 b - - 0 22	616
1r2bR2/1p4rk/p3P2p/2p1Q3/P2pB2q/3P3n/1PP4K/R1B5 b - - 5 27	870
5k2/1ppR1Bp1/p1q1P2p/8/6P1/5P1P/P5K1/8 b - - 0 31	1381
5rk1/3b2pp/2p5/p4p2/2qPpR2/2P1Q3/6PP/5RK1 w - - 1 23	1398
rn1qkb1r/pbp3pp/1p2pn2/3p1p2/3P1P2/2PBPN2/PP4PP/RNBQK2R b KQkq - 1 7	1398
8/1b3Rk1/1p4Bp/2b1N3/8/4r3/6PP/7K b - - 2 30	1145
2r3k1/p2q2pp/1p6/2bPn3/3p1Q2/8/P3PPPP/3RKB1R w K - 1 22	1012
3r4/ppp1rkQ1/2n3p1/3p2q1/8/P1B5/1PP5/1K1R3R b - - 8 31	1270
8/2R3pk/7p/8/2P3P1/1pr5/8/6NK w - - 0 45	1398
8/6pp/3k4/2pPp3/2P2P2/6P1/3R2KP/2r5 b - - 0 33	1398
1kr3r1/p2b1p2/PR1q1p1p/1Q1Bp3/7P/6P1/5P2/R5K1 b - - 0 29	1406
4rr1k/4R2p/p2Q1p2/3p1p2/q7/7P/3NK1P1/5R2 w - - 4 30	1398
8/8/8/1B4p1/Pk3pK1/4p3/1P6/8 w - - 4 54	1229
5rk1/R4ppp/3N2r1/1p2P3/5B1n/2P2P1P/P4P1K/3R4 w - - 2 27	849
1n2k3/6Br/r1p1p1p1/p1q5/2N3n1/P2P2bP/4P1B1/R2Q1R1K w - - 1 27	1385
r1b2rk1/1pp4n/3p3p/p2PN3/2P1Q3/PP2K2P/1B2Bq2/R6R w - - 1 21	1209
r4rk1/p2qbppp/5n2/2pb2B1/8/6P1/PP2PPBP/R2Q1RK1 w - - 0 14	1398
3r4/5k1p/R4p2/2pb1p2/5P2/1P6/P2N1KPP/8 w - - 0 31	1398
7r/1p2r1k1/1p1p1p2/3P1Qp1/P2b2P1/1P3P2/2R1n2P/2R4K w - - 2 32	1398
rn1k1b1r/pp3ppp/4pnb1/8/1N1P4/1P2P1N1/1P1B1PPP/2R1KB1R w K - 6 14	1398
r4rk1/2q2pp1/p1p1pn2/3pP1P1/4b3/P1N4P/1PP5/R1BQ1RK1 b - - 0 17	1385
r4rk1/P1p2pp1/4p2p/N2n2q1/3P4/2P2P2/6PP/R2Q1RK1 w - - 0 20	1378
r4rk1/5pbp/p3p1p1/1np2PP1/Np2P3/1P1q3P/PP1B1Q2/2KR3R w - - 0 20	1317
4k3/5p2/2pQp3/2PpP3/2pP2PK/2Pn1q2/5P1P/8 w - - 13 46	1398
8/P6R/8/8/5p2/5k2/r6p/6K1 w - - 0 73	1338
rbq3k1/pp3p1p/2p3r1/8/2b1P3/1P2QN2/P3BPPP/2R2RK1 b - - 4 23	1398
4Q3/pb4kp/6p1/3pb3/3p1q2/P6P/5P2/3R1R1K w - - 6 30	971
r5qr/p1bnkpN1/4p2p/1p1pP2Q/3P4/7P/PP3PP1/R1B2RK1 w - - 2 18	1290
r1b1q1rk/1pp2p1p/p2p1nnQ/3Pp1N1/2P1P3/2N2B2/PP3PP1/R3K2R b KQ - 5 17	1414
r1b1k2r/ppq1b1pp/1n3p2/2pp2P1/3n3P/2NPB3/PP2PPB1/R2QK1NR w KQkq - 2 14	1398
r3kb1r/pbqn1ppp/4p3/8/QpPp4/B5P1/P2NPPBP/R4RK1 w kq - 2 14	1398
3r2nr/1b1Pk1pp/pq2pp2/2p4Q/1p5N/4B3/PPP2PPP/R3K2R b KQ - 4 17	937
2kr3r/pRpbq1pp/B1n5/2Q5/8/P3PN2/1BP2PPP/4K2R b K - 0 19	870
4r1k1/R4pbp/2q1p1p1/1pp5/1r6/2NP2Q1/1PP2PPP/4R1K1 w - - 2 24	1398
6k1/2p1qp1p/p1p3p1/P2p4/1P6/2P1QP2/5KPP/8 b - - 2 30	1385
8/8/p1p5/1pPkp3/1P6/P3KP2/8/8 b - - 1 39	1134
r2r2k1/1bp1ppbp/5np1/p7/P1N1P1PP/1P1B1Pq1/2Q5/3R1KNR b - - 7 21	1398
r2qkb1r/1bppn1pp/p4p2/1p2N3/4P3/1P3Q2/1PPP1PPP/RNB2RK1 w kq - 0 10	1398
3r1rk1/ppq2ppp/1b2pn2/8/Q7/1P2PN2/P4PPP/R1BR2K1 w - - 1 18	1398
r1b1kr2/p1p1q1p1/3p4/2bPp3/1p1n2N1/1B1P4/PPP2PPP/R1BQK2R w KQq - 0 13	1398
3q1b1Q/n1Nk1pr1/3p1p2/p3pP2/2R1P3/5b2/PP4PP/2R3K1 w - - 1 29	1398
r1bqk2r/pp3ppp/2n5/1B1pp3/8/P3P1n1/1PP2PPP/R2QK1NR w KQkq - 0 11	1398
rn2bk2/1p3pq1/p6R/3Pp3/4N1P1/4QP2/P1r5/4K1N1 b - - 1 26	1398
2r3k1/1b2q1pp/1p2pr2/p1n2p1Q/2BN4/4P2P/PP3PP1/2RR2K1 b - - 3 21	1331
4r1k1/2p2ppp/2n1b3/qB1N4/4P3/5N2/1P3PPP/3QK2R w K - 3 18	1209
r1b1k2r/p3bppp/2p1pn2/q2n4/2B5/P1N2N2/1PPB1PPP/R2Q1RK1 b kq - 2 12	1093
8/2p2qpk/p2b3p/1p3p2/3p3P/PN1P1QP1/1PP1rP2/1K1R4 b - - 3 26	1154
1r3b1k/pq5p/6p1/Q2b1BPn/2pPp3/2P1P3/PP1R1P1P/2K4R w - - 3 25	1398
2k4r/pp3p1p/2p1p3/4Pb1N/n2r4/1P1B4/1PP3P1/1K1R3R b - - 0 23	1398
5rk1/1q4p1/1Pp1R3/p4pQ1/P1nr3P/6R1/1P3PP1/6K1 b - - 0 30	1316
2k1r3/p1p2p2/1p1p2q1/3P3p/2P2Q2/2P1n1B1/P5PP/5RK1 w - - 2 30	1154
5qk1/1p1r2r1/2p1Q2R/p6p/P1P5/1P6/7P/6RK b - - 7 35	1198
2Q1bk2/1P2p2p/5p2/4pP2/4P3/6K1/1r4R1/3r4 b - - 1 50	881
r1bq1b1r/3pk1pp/p1p2n2/2p1p1BQ/4PP2/3P4/PPP3PP/RN3RK1 b - - 0 10	876
2kr3r/p4pp1/1qp5/2b4p/2B1PBb1/2N2Q1P/PPP2nPK/R4R2 w - - 3 18	1317
8/p3kp1p/1p2p3/1Qb4q/8/7P/PPP1RnP1/5RK1 w - - 0 25	1398
2r2rk1/pp1q2b1/n2p4/3Pp3/1P2Np1p/P3N3/5PPP/2RQR1K1 w - - 0 25	1398
4r1k1/ppp2ppp/8/3B4/5b2/2NPBN1q/PPP1KP2/R2Q4 w - - 2 19	849
1r3rk1/p4pbp/2pp2p1/4p2n/4P2q/P2B1P1P/1PPB2QP/1R3RK1 b - - 4 22	1398
3r1rk1/pp2npp1/5q2/3PpbNp/3p3P/PP4P1/4PPB1/R2Q1RK1 b - - 0 23	1398
r4rk1/1pq1bpp1/p1p4p/4p3/1PP1n2B/P3PQ1P/5PP1/R2R2K1 w - - 0 20	1398
4rr2/pp6/2p3p1/7k/4N1RP/3P3K/PPP3P1/8 b - - 4 29	1317
1r3rk1/5qpp/8/p3Qb2/1P3P2/P7/5PBP/1R3RK1 b - - 2 25	863
6k1/3r1p1p/1p2pp2/p7/8/1B3P2/5PKP/4R3 w - - 0 29	1398
rn1q1rk1/pb2bppp/1p2p3/3p2BP/3Pn3/2NB1N2/PPPQ1PP1/R3K2R w KQ - 1 11	1398
rr4k1/p4ppn/2p4p/4P3/1p3N2/3R4/qP2Q1PP/3R2K1 b - - 1 29	1398
r1b1r1k1/pp3pbp/3p2p1/3Pn3/4P3/4BP1N/Pq2B1PP/R2Q1RK1 b - - 1 15	1398
7k/5p1p/3R2p1/2p1p1B1/2b1P3/7P/1r3PP1/6K1 b - - 0 36	1248
2bq1rk1/1p1p1p2/r4PpQ/2bP3p/1p6/4PR2/P5PP/R1B3K1 b - - 1 21	932
2q5/5p1k/p4QpP/1p4p1/6P1/5P2/PPK1R3/6r1 w - - 5 35	1032
2rq2k1/p4p1p/4bn2/3pQ3/3P1P2/4R2P/P5P1/R5K1 b - - 0 23	1134
8/2knr1pp/p1p2p2/P3p3/N1R1P3/1r3P2/1P3KPP/3R4 b - - 10 26	1392
r1r3k1/1b3p1p/pn2p1p1/2qpP3/3N1P2/1PpR1B1P/P1Q3P1/2R3K1 w - - 0 24	1398
r2qkb1r/2p2p1p/p2p1np1/1p6/4P1b1/5N2/PPB2PPP/R1BQR1K1 b kq - 0 12	1398
B3k2r/2pq1ppp/p2p1b2/1p2p3/3nP3/P1NP1b2/1PP2PPP/R2Q1RK1 w k - 0 14	1337
r5k1/p4p1p/3Qp1p1/6n1/2PP2q1/P5P1/1P2RPKP/4R3 w - - 7 29	1222
8/N2k4/R4pp1/4p3/1P2P3/1KP2r2/4n3/8 w - - 1 34	1398
R1bkq1r1/2p3rp/2Qp4/1P1Pp3/4P3/2P5/1PBN2PP/5RK1 w - - 11 30	937
2kB1n1r/pp5q/2pQ4/4p3/1P2p3/2P2b2/P4PB1/R3R1K1 w - - 0 23	849
8/8/5kpp/7P/5PK1/3B2P1/5n2/8 w - - 1 45	1215
r4rk1/1p3pp1/pNpP2np/4B3/3QP1q1/1P4P1/P4PK1/R4R2 w - - 5 20	1398
6k1/1pq1bpp1/p1b1pP1p/4p2P/4P3/1B2PQ2/PP6/6RK b - - 0 27	863
Rnk4r/Rp1r1p1p/2q1p1p1/Q2pP3/5P2/7N/6PP/7K b - - 3 32	852
r3k1r1/2p2p1p/p3q3/2Q5/2p1PB2/5PP1/P6P/3RK3 b q - 0 27	1188
8/p7/1pp2p2/5Np1/1PP1Pk1p/P6K/5r2/4R3 w - - 12 43	849
2k1Q3/ppp5/3r1p1p/8/4P3/1B2q3/P5r1/R4R1K b - - 1 24	870
1r3b2/1p3pk1/6pp/Q1n1p3/2PnB3/P4P2/1P4PP/6K1 b - - 0 33	1398
6r1/4kprp/p2p4/1p1Pb3/P7/1Q6/1PP3PP/5R1K w - - 1 27	1242
6k1/5b2/2q3pp/pR1p1p2/P7/3Q3P/6P1/7K w - - 2 40	1398
