FEN	Rating
rn1q1r2/1b2ppkp/p2p1np1/1p6/3NP3/2N2B2/PPPQ1PPP/R4RK1 b - - 3 12	1398
8/1B1k1p2/4p1p1/1p2P1Pp/1Pbp1P1P/8/3K4/8 b - - 9 49	1398
rnbqk2r/ppp1npp1/4p2p/1Bb3N1/5P2/2N5/PPP3PP/R1BQK2R b KQkq - 1 8	1391
r4q1r/p2k4/1pnn4/2bQ2B1/6PP/8/PPP5/2KR1R2 b - - 1 22	1202
r1b1qr1k/ppp1p1bp/n2pBNp1/6N1/3P2P1/8/PPP2P2/R1BQK2R b KQ - 0 14	1029
1kr4r/pp2npp1/1np1p3/3p2PN/3PPN1P/qP2QP2/P1P5/1K1R3R w - - 1 22	1398
5Qnr/p4ppp/4pk2/3p4/5B2/1P6/2q2PPP/1N1R2K1 w - - 0 16	890
r6k/2qn2p1/p2b1r1p/4pp1n/2p1R3/2P2NB1/PPQ2PPP/1B1R2K1 b - - 0 25	1153
5rk1/1p4pp/5p2/4n1q1/4QP2/4P3/6P1/B2R2K1 b - - 0 26	1344
8/Bp4n1/p7/P7/6pK/5kP1/2P4P/8 w - - 4 43	1256
r2qk2r/1bpp1pp1/3b1nnp/p2Pp3/Pp2P3/1B1QBN2/1PP1NPPP/R4RK1 w kq - 2 13	1398
8/6p1/1n2k2p/r2p4/P1pRp1P1/K1N1Pp1P/5P2/8 b - - 9 42	1398
1r5k/R1p3bp/1p1p2p1/1P6/2Pp1q2/3P4/Q3PP1P/5R1K w - - 0 26	1053
6rr/p1pp1p1p/1p6/3Q4/1PB4q/5K2/k6P/n1B3N1 b - - 0 22	1099
1r2qrk1/p1p1b1pp/3pb3/5p2/2nN4/2P3P1/P3PPBP/R1BQ1RK1 b - - 4 15	1202
r5k1/pp4p1/2b4p/4P3/1b1p1BQ1/3B4/Pq4PP/4R2K w - - 4 25	1256
3n1k1N/6p1/4p1P1/1p1pP3/pP1P2P1/P2K4/8/8 w - - 1 49	1398
8/5p1p/1P2p1p1/4Q3/6P1/2B1k2P/P4b1K/3q4 b - - 6 39	1297
3r1rk1/ppp2ppp/2n5/3qp3/8/PP1PPn2/1BQ3BP/R1N1K2R w KQ - 0 16	1263
2r4B/p2k1p2/4p3/2pn4/6R1/KP4Q1/5P1P/1q4N1 w - - 1 34	1169
2r5/p1q1kp2/1p6/2p2RQ1/8/2PPn1PK/P1P1r2P/R7 b - - 4 26	1261
6k1/8/7p/1P4p1/3RK3/3P4/5P2/7r w - - 1 44	1263
8/pp3p1k/4r1pp/2p5/6q1/2NQ1NPn/PPP2PKP/R7 w - - 0 22	1398
2R5/1p3bpk/3N1p1p/4p3/PpN5/1P1n3P/5PPK/3r4 b - - 11 32	1398
1R1r1rk1/p4ppp/4bq2/2p5/2P1Q3/5N1P/P1P2PP1/R5K1 w - - 3 23	1398
r3r3/2p2pkp/p6N/4b1P1/1p6/1P5P/KP6/2R2R2 b - - 3 31	1270
5q1k/p1p3pp/1p1b4/4p3/4Q3/3PB2P/PPP3PK/5rR1 w - - 5 23	1398
8/8/1p4p1/p3kP1p/P1P5/3K2PP/8/8 b - - 0 51	1398
r7/ppp3kp/3p2p1/4qr2/4NP1Q/4R3/PP3KPP/R7 w - - 4 26	1398
7k/2P3p1/1n1R4/8/1K6/8/5P2/r7 b - - 0 57	1398
r2q2k1/pp3pbp/2nprnp1/2pN4/2P1PB2/5PP1/PP4BP/R2QR1K1 b - - 3 14	1337
8/3q1kpp/2rBppb1/b7/Q7/1P2PN2/5PPP/3R2K1 w - - 0 27	1317
Rb4k1/5p2/2p3pp/1pPp4/1P3q2/2P4P/2Q2PK1/8 w - - 0 31	1032
5r2/p5pp/2p1k2b/8/2N5/1P6/P2p2PP/3R2K1 w - - 4 29	1398
r4rk1/1b2ppbp/1qp2np1/4N1B1/p1Pp4/P2P2P1/1P3PBP/R2Q1RK1 b - - 3 15	1398
3r1rk1/2qbbppp/p3pn2/1p2N3/3P4/P1NQ4/1PB2PPP/R4RK1 b - - 0 16	1399
8/1k6/p3p2p/3p2p1/K2P2P1/4P3/1b1B4/8 b - - 5 46	1398
k1rr4/p5R1/4n2p/2N5/1P6/8/P5PP/2R3K1 w - - 0 27	1344
r2r2k1/p4ppp/b1B1p3/8/2P2q2/P7/1P2QPPP/R3R1K1 b - - 2 21	1351
r5k1/P4ppp/1P5r/2P4q/3Bb3/4PpP1/5Q1P/R5RK w - - 1 33	1276
R7/6pk/2p2p1p/3bn3/3RN3/7P/2r3PK/8 w - - 11 43	1398
3r1rk1/pbpq2bp/1p2p1p1/4n3/1PPP4/P3QN2/1B2B1PP/2KR3R b - - 1 17	1398
3q1rk1/1B3p1p/p7/2P2p2/1P6/P7/1Q1p1PPP/2R2K2 w - - 0 31	1328
r5k1/pp3ppp/2n3q1/1B6/Qb1PP3/6B1/PP3P1P/R5K1 b - - 0 18	1385
8/2k5/8/4K3/1P3ppp/5P2/6PP/8 w - - 0 45	1087
r1bqk2r/pp1P1ppp/8/2bp4/5B2/3B4/PPP1Q1PP/R3K2R b KQkq - 0 15	854
r5qk/1pp4p/p2p4/3PN3/5p2/P2P3b/1PP1Q1P1/5RK1 b - - 0 20	1398
4Q1R1/p1b2p1p/5k2/2P5/3p4/3B1bp1/P1P2P1P/6K1 w - - 0 33	910
8/q7/3p2Q1/2k1p3/1pP1PP2/rB2b1P1/1K2N3/5R2 w - - 3 45	1358
r1bqr1kb/p2npp1p/2pp2pB/8/Np1Pn2P/1B2QN2/PPP2PP1/2KR3R b - - 1 13	1338
r2q1rk1/pp3ppp/3b4/3p3b/8/3P1N1P/PPP2PP1/R1BQ1RK1 w - - 1 14	1398
rn1bqrk1/pbp3pp/1p1p4/3n1pN1/2B5/2N1P3/PP3PPP/R1BQ1RK1 b - - 1 13	931
4r1k1/6p1/pRp4p/2Pp4/3P1Ppq/P3P3/4Qn1P/4K2R w K - 0 23	1378
b7/p7/1p2RP2/2k5/2Pp4/P2B1r2/3K4/8 b - - 0 37	1263
3r2k1/7p/p2qR1pb/1p3p2/3P1N1P/P2Q1PP1/1P4K1/8 b - - 1 38	890
r1b1k2r/p4ppp/qppbp3/3p4/3P4/1NPQPNP1/PP3PP1/1K1R3R w kq - 2 14	1398
3r4/pQ6/2pNRp1q/3p1B2/3P4/2k4p/P5rP/1K5R w - - 2 37	1029
r1b2rk1/1p3ppp/p7/q7/4QB2/2P5/P4PPP/3RR1K1 w - - 5 19	1398
5rk1/p1p2pp1/7p/4P1n1/1r6/1P2PqP1/P1Q2PNP/R4RK1 w - - 0 20	1301
r1r3k1/p2Q2p1/Bp2p2p/3p1p2/5P2/2q3RK/P4PP1/8 b - - 1 26	1398
6k1/1R3p1p/4p1p1/2rpPP2/8/2P4P/3Q2PK/q7 b - - 2 38	883
r3r1k1/pp1bbpp1/1q5p/3Q4/4PB2/5P2/PP2B1PP/R2R2K1 w - - 1 17	1398
r1b2rk1/pp3ppB/4N3/q2pn3/6Q1/2p5/P1PB1PPP/R3K2R b KQ - 1 16	870
r1b3k1/pp4b1/3q1np1/3Pp1Np/1PB5/P6P/5P2/R2QK2R w KQ - 3 22	1398
1k4r1/pp6/4P3/8/3q4/1P6/P4Q2/R1B2RK1 w - - 3 28	1276
8/3nk1p1/4p2p/1pr1Pp1P/p2p4/Pn1P1NP1/1PR2P2/4NK2 b - - 9 40	1398
8/8/6p1/6P1/p3n2P/P1k1P3/2p1K3/2R5 w - - 0 46	1398
r2qkb1r/1pp2ppp/p1n1pn2/3p1b2/2PP4/PQN1P3/1P3PPP/R1B1KBNR w KQkq - 2 7	1398
2r2q2/4k1p1/7p/2pQ1B2/1p6/7P/P4PP1/6K1 b - - 5 39	1166
8/4r1kp/1R1p2p1/2pP1pQ1/2P5/7P/5PPK/4q3 b - - 7 40	1086
5b2/4p3/1kp1P2P/3p1PP1/1nqP4/K4Q2/1P6/3R4 w - - 2 35	1083
8/2q5/1p1RPkp1/1Pp4p/2R2P1P/6P1/7K/8 w - - 1 38	1290
8/8/4k1P1/p7/1p4K1/8/P7/8 w - - 1 55	1331
3rr1k1/pp1Qbpp1/2p2q1p/8/8/2N5/PPP2PPP/3RR1K1 w - - 6 19	1398
4R3/8/3rp3/5p2/3k1K2/5PP1/8/8 b - - 0 48	1222
r2q1rk1/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/3P2QN/PPP2PPP/RN2K2R b KQ - 5 8	1398
2k3rr/p7/1pb1p3/2p1Pp2/5P2/P6P/1P1Q2P1/3R3K w - - 2 32	1320
8/8/8/p1K5/2Pp4/P2k4/1P6/8 w - - 0 47	1398
rn3rk1/pp2qppp/2p2n2/6B1/6P1/2pP3P/PPPQBP2/2KR3R w - - 0 16	1398
4r3/6k1/p1p3p1/1p1p1pP1/1R3P2/PP2PK2/2P5/8 w - - 0 41	1398
2r3k1/pp3p1p/4nQ1p/8/4P3/P1N5/1q1r1PPP/2R2RK1 w - - 1 22	1398
4r1k1/1p4rp/2q5/2p5/2P1PQP1/1P1R4/8/3R2K1 b - - 0 34	965
r2qk2r/1p3pp1/p3p2p/1b1nN3/1bNP4/1P1QP1P1/2B1KPP1/R1R5 b kq - 8 18	1002
rn3rk1/ppp1n1p1/1b2pq1p/4N3/3P4/2N1B2P/PP3PP1/R2Q1RK1 b - - 1 13	1270
r2r2k1/2q1bppp/p3p3/1pn5/8/1NP1BQ2/PP3PPP/R2R2K1 b - - 0 17	1364
5rk1/6pp/p1p3p1/2Pp4/4q1P1/1N4KP/PPPQ4/R7 w - - 4 25	1168
4q3/ppk2p2/2p4p/b1Br1B2/3P4/6QP/P5P1/5K2 b - - 6 35	747
4r1k1/pppb1pb1/3pq3/3r2p1/6P1/2P5/PPQNB2B/2K2R1R w - - 7 22	1398
8/7p/8/1k6/pp1K2PP/8/P7/8 w - - 0 48	1398
r1b3k1/1p3ppp/p1pN2n1/4n3/2P2rP1/4N2P/1B1K1P2/R4B1R w - - 1 21	1344
r4rk1/pp3pbp/2pN2p1/8/1P2P3/R1P3P1/3nNPP1/3R2K1 b - - 4 20	1310
8/p1bb2k1/1p4p1/2p1p1q1/7p/PBPPNQP1/1P5P/6K1 b - - 1 26	937
1b2r1k1/1p1q2pp/p1p2P2/P1PpB1Q1/1P4P1/7P/5P1K/4R3 b - - 0 31	1360
8/1b4kp/5pp1/2p1Q1b1/2Bp1P2/8/P2q2PP/2R3K1 w - - 0 37	1317
8/7K/2k5/2P3pp/2R5/5P2/6r1/8 w - - 0 52	1398
r4r1k/pb2q1b1/1p2Bn1p/4N1p1/8/2P5/PP2QPPP/R3R1K1 b - - 2 19	1398
8/6k1/p6p/1p1rppp1/1PnP4/P1R3PP/5PK1/3R4 w - - 0 31	1398
5rk1/1p5p/pq2p1p1/3pP3/bP1b4/P7/3Q1PPP/R2NR1K1 w - - 1 23	1398
5r2/p1q1k3/2p4p/1p2p1pb/4P3/2PR1N1P/PP2QP1n/2KB4 w - - 4 27	1398
2kr3r/ppp2pp1/1nnp1q1p/7P/2PP2P1/3QBN2/PP3P2/2KR2R1 w - - 0 19	1398
r4rk1/pppB2pp/1b1p4/3Pp1q1/5p1n/2PP1P2/PPNQ1BPP/R4RK1 w - - 1 18	1154
r2k4/1bp2rbR/p2p1qQ1/1p3p2/4P3/2N5/PPP1N3/2KR4 w - - 0 25	1127
r2q2k1/2p1n1pp/1p6/p2pNr2/8/P1P1P2P/1P3PP1/R2Q1K1R w - - 1 18	1398
r1b1r2k/ppn1bQpp/1q1p4/6B1/3P4/5N1P/P4PP1/R4RK1 w - - 5 17	1398
4r1k1/1p1n1pp1/p6p/3p4/5B2/2RQ1BPb/q3NP1P/6K1 w - - 0 31	1398
3R4/1p5Q/p1b1kpB1/3p4/3P4/6P1/3n1P2/3q2K1 w - - 5 40	1005
r2q1rk1/p2n1ppp/2p5/3Bp1b1/1p2P3/3P1Q2/PPP1N1PP/3R1RK1 w - - 0 15	1398
3qk2r/p1Qn1pp1/1r1Pp2p/2bpN3/5B2/8/P1P2PPP/R4RK1 b k - 3 18	1398
2k3rr/1pq3p1/p2bp2p/n4pB1/QnPP4/5N2/PP1N1PPP/R4RK1 w - - 0 18	1120
4r3/pp1bq1k1/6p1/2p1p3/3pPr2/1P1P1NQ1/P1P3P1/2R2RK1 w - - 0 25	1398
r3k2r/pp1qppbp/3p1np1/2p5/1n2PP2/NP1P4/PBP1Q1PP/R3K1NR b KQkq - 2 10	1378
rnbqr1k1/4bp2/p2p1n1B/1ppNp3/4P3/3P2P1/PPP2PBP/R2QR1K1 b - - 2 13	1398
8/4Q3/pk2P3/1p6/2p1B2P/P1P2P1K/1P1r2R1/5q2 w - - 3 53	1168
4r2k/2r3pp/5p2/p4Q2/2q5/6R1/5PPP/5RK1 w - - 2 33	1297
2rr4/5kp1/N6p/1p2Pb2/5Pp1/P3P1P1/1P3KP1/2R4R w - - 4 30	1398
rn3rk1/pp2bppp/2p2p2/8/3P2qP/3QBN2/PPP2P2/2KR2R1 b - - 1 14	1012
8/7p/4p1pk/P4p2/1PP5/7P/5PPK/3r4 b - - 0 36	1398
5k2/5p1p/8/8/pp1PPP2/3b2P1/1P3KBP/8 w - - 0 41	1398
rnb1k2r/pp2qppp/5n2/8/1bPp4/1N3N2/PP1B1PPP/R2QKB1R w KQkq - 6 10	1398
1r4k1/2q2p1p/2P1p1p1/p2pn3/Pr1N4/1PRQ4/5PPP/1R4K1 w - - 1 24	1398
r2q1b1r/ppp2kpp/2np1n2/4p3/4PPP1/5N2/PPPP4/RNBQ1RK1 b - - 0 9	1303
8/4kp2/3q1p2/p1r5/4p3/QR4PP/5P1K/8 b - - 0 35	1351
1r4k1/r1R1pp2/q1Rp2p1/p2N3p/3Q1PnP/1P4P1/P3P3/6K1 b - - 6 29	854
r2qr1k1/1p3ppp/3b1n2/p7/1PPB4/P2Q3P/3N1PP1/R4RK1 w - - 1 20	1398
r4r1k/1bqnN1R1/p3p2b/1pp4Q/3n4/1PN4P/PBPP4/2K1R3 b - - 0 21	969
r1b2rk1/q2nbppp/4pn2/p2p2B1/N2N4/1P1BP3/P4PPP/1R1Q1RK1 b - - 0 14	1276
6k1/p4pp1/4r2p/8/NP1RnP2/4P3/2r2P1P/4R1K1 w - - 1 33	1032
r1b1r1k1/ppp4p/1n2pbpB/8/8/P4Q2/1qB1NPPP/1R2K2R b K - 1 17	1291
8/1p2Q3/2p1P2q/3p1k2/1P1P3P/3bP3/5KP1/8 b - - 4 47	1019
r3r1k1/2q1b1p1/2p3p1/1p1n1p2/p2PN2P/P1P2N2/1P2QP2/1K2R2R w - - 0 25	1398
2r1r1k1/p4pp1/1qp1bn1p/1p6/8/P1NBP1P1/1P2QPP1/2RR2K1 w - - 3 21	1398
r1b1k2r/1ppp1pp1/p3pq1p/8/3bP3/P2P3P/2P1BPPN/1R1Q1RK1 b kq - 6 14	1398
r4rk1/pp1q2pp/8/8/2pPp2b/2P5/PPQ3PP/R1B2RK1 w - - 0 18	1398
1r6/3k4/3BRQ1p/2p4P/p7/K5r1/2P3P1/8 w - - 3 33	825
5r1k/4r1pp/Q3B2q/2pn4/P2p4/3P1PP1/1PP4P/R3R1K1 w - - 1 28	1331
r4r1k/pb1nq2p/1pp5/3p1p2/1P1Pn1p1/P2BPN2/3NQPPP/R4RK1 w - - 0 17	1398
r2q1rk1/pppb1pp1/1n5B/4p3/4Q3/1BPP4/P1P2PPP/R4RK1 b - - 0 15	917
5r1k/p5p1/6qp/3B4/3Q1pbP/1N6/PPP2P1P/R5K1 w - - 0 24	1351
3rbrk1/pp2b3/nq2p2Q/4P3/3N4/8/P4PPP/2BR1RK1 w - - 5 24	1398
2r1k2r/4npp1/pq1Q4/1p2p2p/8/5PP1/PPP4P/1K1R1B1R b k - 0 19	1263
8/8/5r2/7R/kpK4P/6P1/8/8 w - - 0 50	1398
1r3k2/p1p2p2/1b2b3/6p1/q7/2PB1QB1/PP3PP1/3R2K1 w - - 3 26	1398
1k4r1/ppr1qP2/2n5/6p1/7P/P5Q1/1B2B1P1/2R3K1 b - - 0 27	1105
2kr4/1p3pp1/p1n1p3/3pP1P1/3P4/1qP2Rp1/2NBQ1Pr/R5K1 w - - 0 22	1337
2kB4/1b1pbp1n/p1q1p3/1p2PPp1/8/PNN1Q3/1PP2RrP/3R3K w - - 0 24	1032
5r1k/5p1p/p4r1q/1p1pQ3/3P1p2/2P2R1P/PP5K/5R2 b - - 1 27	917
r2qk2r/pp2ppbp/1n1p2p1/3Pn3/2P5/2N5/PP2BPPP/R1BQ1RK1 b kq - 4 12	1398
3r1rk1/p3q1np/1p4p1/3R1pN1/2P1p2P/2Q3P1/P1P2PK1/3R4 b - - 1 25	1236
8/1r4pk/8/2K2N2/P1R2P2/1P5p/1b6/8 w - - 0 44	1398
r2q1rk1/2p3pp/1p1b4/p2P1pnQ/2PBp3/P4P2/1PB3PP/3RR1K1 b - - 2 21	1344
4r1k1/5r1p/p2qpnpQ/1p1p2B1/8/2P1R3/PP3PPP/3R2K1 w - - 4 28	1398
2kr3r/pppb2p1/2p2nq1/2b2N1p/4P3/3PB3/PPP1Q1PP/RN3R1K b - - 4 15	910
5rk1/1b3p1p/5p2/p7/8/5P2/1PB3rP/1K1R2R1 b - - 1 29	1398
2k4r/pp1n4/1q1p2Np/2pPp1bR/Q1P1P1p1/4P1P1/PPR1Br2/1K6 b - - 5 22	1331
r4b1r/pkp2pp1/1pN1b1n1/4P2p/6P1/1PN2P1P/PBP5/3R1RK1 w - - 1 18	1398
r4rk1/pp3ppp/2pbpq2/8/Q2P1n2/2P4P/PP1BBPP1/R4RK1 w - - 1 16	1317
r1bqk2r/p4pp1/2p5/2b1p2p/6n1/2N4P/PPPPNPP1/R1BQ1RK1 w kq - 0 10	1398
rn3r1k/pp1nN1pp/4B1b1/3p2P1/q6Q/P2pP3/3B1P2/R3K2R b KQ - 0 22	870
6k1/p7/3r4/1p2p3/6pp/1N6/P1P2PP1/2R1K3 w - - 0 30	1249
6rk/p3R1b1/1p4Qp/6p1/3q4/6B1/P1P2PP1/6K1 w - - 0 26	1398
4rk1r/6p1/pp2N1Q1/3q1P2/2p5/5Rn1/PPP3Kb/8 b - - 11 32	945
rn2k3/pb1p1p2/1p1b4/2pP2q1/5n2/P1N5/1PPQBRPP/R5K1 w q - 4 17	1398
5r1k/p1p3pp/3b4/3B2q1/3Q4/7b/PPP2PP1/3R1RK1 w - - 0 21	1310
1r1q1rk1/1b3ppp/p1n5/1pp1NP2/3p2P1/3P2QP/PPPNB3/R4RK1 b - - 0 18	1066
r4rk1/p4p1p/1p1p2p1/2nQn1q1/4P3/5P2/PP2N1PP/3RRNK1 w - - 1 22	1398
7r/1kp1qp1p/p2r1np1/2QPp3/2p1P3/2N2P2/P1P3PP/2KR3R w - - 6 23	1398
6k1/5pp1/1p1p1nbp/2bPp3/4P2q/5P1P/2BNQ1P1/1R3K2 w - - 3 35	1398
4r2k/pp4pp/7r/7q/3Q1Pn1/1P4P1/P1PP1R1P/R4BK1 w - - 5 25	1236
r4rk1/1bp3p1/p6p/1pb1qp1Q/4P3/1PNP3P/1PP3P1/R1B2R1K b - - 1 18	1378
8/5p2/8/ppk5/8/1PbB3P/2P1KPP1/8 w - - 2 40	1398
5bk1/8/7p/5R2/p1p1N2P/6P1/r1PK4/8 w - - 2 36	1398
r7/1pqn2k1/p2pprp1/7R/P3P3/2N1Q3/1PP4P/6RK b - - 0 24	1119
8/8/2k2P2/4K2p/1p5P/8/8/8 b - - 0 50	985
6B1/8/3k4/1p6/4n1P1/1p5P/3K4/8 w - - 2 50	1398
6k1/p1q2p1p/6n1/3Q2P1/4B3/1P4K1/2P5/8 w - - 3 33	1154
r4r2/pQ1bk1pp/3b4/6q1/3N4/3P4/PP3PPP/4R1K1 b - - 1 23	1101
8/8/8/1p3B2/3p1kP1/q4P1R/5PK1/8 w - - 0 34	1195
r2q3k/pp1npQb1/3p2Bp/2p5/3P1P2/2P5/PP1N1PP1/2Kb3R b - - 0 16	1013
1k1N2r1/p3b3/1p6/1P2Pp1p/P1QP3P/5b2/5P2/3RR1rK w - - 1 31	849
r3q2k/p1p3pp/1p3b2/3Q4/2P5/4B1P1/P3PP1P/1R4K1 w - - 5 22	1398
rnbqk2r/pp1n1pbp/2p1p1p1/3pP3/3P1B2/2N2P2/PPPQ2PP/R3KBNR w KQkq - 0 8	1398
4N1k1/5p1q/1p2p3/p2pP1p1/P2P1nP1/1P3Q2/5P2/6K1 b - - 3 46	1398
1q6/p4Qbk/2B1p1p1/2P4p/1Pn2P1P/6P1/3p1P1K/4B3 w - - 0 38	1398
2kr1b1r/1pR3p1/p4p2/5P2/4P1P1/P2p4/1q3BQ1/4R1K1 b - - 0 25	849
rn2kb1r/ppp1pppp/2b5/3Nq3/6P1/4NP1P/PPP5/R1BQKB1R w KQkq - 1 14	1127
2b3k1/4r1q1/p7/1p1p1p1Q/1Pr4P/P1P1RpPB/8/4R1K1 w - - 0 36	1276
6k1/pp3pp1/2b3r1/3q1pQ1/7p/1NP2P1P/PP4P1/4R1K1 w - - 1 31	1398
8/p3kp1p/4b3/4QN2/2q5/6P1/5K1P/8 b - - 0 42	1098
1r3rk1/bpp1npp1/p2p1qbp/4p3/PP2P1P1/1BPP1N1P/5P2/R1BQ1RK1 b - - 2 16	1371
8/1p1k4/1P6/pK6/2P5/8/8/8 b - - 2 62	1337
rn2Rk1r/pp1b1ppp/3P4/1p3q2/8/5N2/PP2QPPP/R1B3K1 b - - 4 17	870
8/8/p1P1pk2/4rpp1/1b6/8/2R5/3K4 b - - 0 38	1277
2r1kb1r/pp3ppp/2n1p3/1N2P1B1/Qn2q3/5N2/PP3PPP/3R1K1R b k - 8 17	1221
3q1rk1/p5pp/4R3/3B4/6n1/2P5/P4PPb/R2Q2K1 w - - 0 21	1195
3rrbk1/p4p2/5PNp/8/2Pq4/1P1p1PQ1/P6P/5R1K b - - 0 31	685
k7/p6p/1p1p1pp1/2pP4/P1P2P2/1QPb1B2/5PPP/4rNK1 w - - 1 33	958
r3r1k1/6p1/p3p1Qp/1p2P2P/2pP1PBq/7N/1P3n1K/6R1 b - - 9 31	1178
r4r1k/ppq2pbp/2n1pn2/3pNp2/3P1B2/2P5/PPQN1PPP/R3R1K1 b - - 3 14	1215
2R2bk1/pp3p1p/6p1/3q2r1/3p3n/1N1P1P2/PP1Q2PP/3N2K1 w - - 3 25	1398
1r4k1/pp2qppp/8/5b2/3Q4/4P1P1/P4PBP/5RK1 b - - 0 22	1012
2q1rk1Q/r4p2/p2pp1p1/2pPb1B1/4P3/7R/2P3PP/5R1K b - - 5 28	870
3r4/p3r3/4Pp2/2p2P2/1p5p/1P5k/P1K1BR1P/8 b - - 1 31	1398
rnq2rk1/1R3ppp/p4n2/8/8/2P1BN2/P4P1P/3QK1R1 w - - 3 17	1398
rnb1k2r/pppp1ppp/5q1n/2b5/4P3/4BN2/PPP2PPP/RN1QKB1R b KQkq - 4 6	1398
8/5k2/8/8/R7/4p1P1/1r3nBP/6K1 w - - 0 39	1398
5n2/8/8/1p1PP3/p7/3K1k2/P7/8 b - - 0 58	978
5rk1/2q5/p1p4p/5rp1/3P3b/4RN1P/PPP3K1/R2Q4 w - - 6 24	1093
8/1R2P2p/4r3/8/6K1/2k3P1/1p5P/8 w - - 2 51	1398
r2r3k/pp1b1Bp1/3R3p/5p2/7P/2B1p3/PPP2bP1/2K4R b - - 3 24	870
2rq1rk1/pp1nn1pp/3bp3/1P1pN1N1/3p1PP1/P2P3P/4Q3/R1B2RK1 b - - 4 18	1398
4r1k1/1p3p2/p2p1R2/6p1/8/1PP5/P2nN1PP/6K1 w - - 3 27	1297
r2qk2r/5ppp/p2bp3/1p1p3n/8/1PNP1PB1/1PP2PKP/R2QR3 w kq - 1 16	1398
4R3/8/6p1/5p2/3P1k1p/7P/1r3KP1/8 w - - 7 51	1398
4k3/4P3/3PK3/p5P1/P7/8/3p4/7R b - - 0 56	870
5rk1/p3b1pp/3p1n2/8/2P5/1P2P2q/PB3P2/R2Q1RK1 w - - 0 20	1398
2k5/8/p3p2Q/1qp1rpp1/8/8/P4PPP/5RK1 b - - 0 32	944
r2qr3/pp1n1RkB/7p/3p2p1/3p2n1/2P3P1/PPQN2PP/4R1K1 b - - 0 18	972
2rr2k1/1b3ppp/p4n2/1pq5/4P3/1pN2P1P/PBR1Q1P1/3R3K w - - 0 26	1398
8/8/2K1k3/6Pp/1p1p3P/8/1PP5/8 w - - 0 45	1398
4r1k1/6pp/p2p4/1p1q4/3n1p1n/P3BP2/1PP3PP/R2QR1K1 w - - 0 22	992
6Q1/p3k3/1p2P3/3p1p2/2pBnP2/P1P2K1P/1q6/8 b - - 1 53	748
r3k2r/1b6/ppn1p3/3p1pqp/3P4/1P1BP1b1/PB1N2P1/R2QNRK1 w kq - 0 18	1398
r5k1/p6p/2pp2P1/8/6q1/4Q3/P4P2/5K1R b - - 1 27	1168
1k1r4/pnpb4/Bp5p/3Pp1p1/2N1P3/2P3PP/P1r3P1/R4R1K w - - 7 28	1398
6rr/2pk4/1p1p1pqp/pPnPbNp1/P3PpRP/2P2P2/2Q2P1K/3B2R1 w - - 0 32	1398
r2qr1k1/pp2N1bp/2p1b1pn/2B1pp2/B1P1P3/7P/PP3PP1/R2Q1RK1 b - - 1 16	1358
8/pp6/4k3/2p1p3/1PP1K1p1/P3P1P1/8/8 b - - 0 31	1263
4rnk1/pp2q1b1/2n2p2/3pp3/5P1P/2P1B1P1/PP2Q3/2KR3R w - - 2 25	1398
r4rk1/5pp1/p6p/npq3bQ/2ppPB2/P2P3P/BPP3P1/4RRK1 w - - 0 22	1398
1k3r1r/pp4Rp/2ppBn2/Q3p3/N3P3/1P1Pq3/P1P5/1K6 b - - 1 21	996
5rk1/r5pp/p2q1p2/1ppNnR2/3pP3/1P1P2Q1/1PP3PP/5R1K b - - 3 24	1127
r4rk1/1b3ppp/p7/3Npq2/P2Q4/5BP1/1PP1K2P/3R3R b - - 0 24	1066
r2qk2r/pp2p2p/5p2/2p2bn1/2P2B2/2P5/PP2Q1P1/R3KB1R b KQkq - 1 16	1317
6R1/2pk4/2p4P/r1P5/1n1P2p1/8/7K/8 b - - 0 45	1392
q5k1/5pbp/p5p1/1p6/3p4/BP1B1n1P/P2P1PK1/2R2Q2 w - - 0 27	1236
5rk1/p5p1/5BQ1/1p1N4/7P/P7/1PK1q1P1/5R2 w - - 1 31	1095
r3r1k1/1bp2pp1/p1Np3p/1p1P2q1/3RP3/PP3Q1P/1P4P1/5RK1 b - - 2 25	1398
6k1/4br2/7p/8/2R2pKP/r4N2/6P1/6R1 w - - 5 44	1398
6k1/2p1rppp/p2q3r/3p4/3Pn3/1P3N1P/P1Q2PP1/2R1R1K1 w - - 4 21	1398
rn1qkb1r/3p2p1/p3p3/2p1P3/Pp1PBp2/2P2Pp1/1P4P1/RNB1QRK1 w kq - 1 17	1114
r2qr1k1/pp3p1p/2p3p1/3nP3/8/P1P3Q1/2P2PPP/R1B1R1K1 w - - 0 17	1398
1r4k1/4b1p1/p2p3p/1p1Pp3/2p5/P1P1Br1q/1PB1QP2/R2R2K1 w - - 2 23	1215
r3r1k1/1p3pp1/2p4p/2Pp1q2/1p1Qn3/P1N1P2P/5PP1/R4RK1 w - - 0 22	1398
6r1/1p2q2k/p6p/5p2/P2n1Q2/3B4/1P3PP1/R5K1 b - - 3 31	1116
5r1k/2p3pp/pp4q1/2b1P1p1/8/P1B4P/1P1Q1PP1/4R1K1 w - - 1 33	1398
r1r3k1/1b2ppb1/p2p4/1p1Rn2Q/4P1B1/1P6/Pq6/K5NR w - - 0 22	849
rnb1kbr1/pp3p1p/1qp1pQ2/8/8/3P4/PPPB1PPP/R3KBNR w KQq - 1 10	1093
